m,TagName,
"2012-10-01 00:00:00","perl","686"
"2012-10-01 00:00:00","r","1266"
"2012-10-01 00:00:00","ruby","2261"
"2012-11-01 00:00:00","java","13622"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c++","6273"
"2012-11-01 00:00:00","c#","12237"
"2012-11-01 00:00:00","c","3197"
"2012-11-01 00:00:00","delphi","444"
"2012-11-01 00:00:00","javascript","12357"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","r","1345"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","ruby","2132"
"2012-11-01 00:00:00","php","11814"
"2012-11-01 00:00:00","python","6397"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","java","12436"
"2012-12-01 00:00:00","delphi","429"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","c#","10959"
"2012-12-01 00:00:00","c","2569"
"2012-12-01 00:00:00","python","5761"
"2012-12-01 00:00:00","go","113"
"2012-12-01 00:00:00","c++","5685"
"2012-12-01 00:00:00","javascript","11745"
"2012-12-01 00:00:00","ruby","1905"
"2012-12-01 00:00:00","php","11098"
"2012-12-01 00:00:00","swift","3"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","r","1216"
"2013-01-01 00:00:00","java","13726"
"2013-01-01 00:00:00","c#","12765"
"2013-01-01 00:00:00","c","2907"
"2013-01-01 00:00:00","c++","6041"
"2013-01-01 00:00:00","assembly","294"
"2013-01-01 00:00:00","delphi","482"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","python","6578"
"2013-01-01 00:00:00","perl","662"
"2013-01-01 00:00:00","javascript","13795"
"2013-01-01 00:00:00","r","1509"
"2013-01-01 00:00:00","swift","5"
"2013-01-01 00:00:00","php","12898"
"2013-01-01 00:00:00","ruby","2308"
"2013-02-01 00:00:00","php","12578"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c#","12491"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","c++","6069"
"2013-02-01 00:00:00","delphi","449"
"2013-02-01 00:00:00","python","6729"
"2013-02-01 00:00:00","c","3095"
"2013-02-01 00:00:00","javascript","13628"
"2013-02-01 00:00:00","perl","749"
"2013-02-01 00:00:00","ruby","2223"
"2013-02-01 00:00:00","java","13711"
"2013-02-01 00:00:00","swift","6"
"2013-02-01 00:00:00","r","1659"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","assembly","365"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","java","15924"
"2013-03-01 00:00:00","c#","14239"
"2013-03-01 00:00:00","c","3442"
"2013-03-01 00:00:00","ruby","2560"
"2013-03-01 00:00:00","c++","7186"
"2013-03-01 00:00:00","php","14166"
"2013-03-01 00:00:00","perl","853"
"2013-03-01 00:00:00","swift","5"
"2013-03-01 00:00:00","javascript","15308"
"2013-03-01 00:00:00","python","7636"
"2013-03-01 00:00:00","r","1850"
"2013-04-01 00:00:00","c#","13895"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","python","7939"
"2013-04-01 00:00:00","c++","7136"
"2013-04-01 00:00:00","java","16246"
"2013-04-01 00:00:00","assembly","333"
"2013-04-01 00:00:00","c","3532"
"2013-04-01 00:00:00","perl","840"
"2013-04-01 00:00:00","javascript","15341"
"2013-04-01 00:00:00","delphi","511"
"2013-04-01 00:00:00","ruby","2464"
"2013-04-01 00:00:00","r","1839"
"2013-04-01 00:00:00","swift","6"
"2013-04-01 00:00:00","php","13454"
"2013-05-01 00:00:00","javascript","15067"
"2013-05-01 00:00:00","java","15306"
"2013-05-01 00:00:00","c#","13488"
"2013-05-01 00:00:00","c","3198"
"2013-05-01 00:00:00","php","13161"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","c++","6847"
"2013-05-01 00:00:00","go","143"
"2013-05-01 00:00:00","ruby","2346"
"2013-05-01 00:00:00","python","7814"
"2013-05-01 00:00:00","swift","2"
"2013-05-01 00:00:00","delphi","536"
"2013-05-01 00:00:00","perl","905"
"2013-05-01 00:00:00","r","1782"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","java","13966"
"2013-06-01 00:00:00","assembly","298"
"2013-06-01 00:00:00","c#","12810"
"2013-06-01 00:00:00","c","2946"
"2013-06-01 00:00:00","c++","6200"
"2013-06-01 00:00:00","perl","828"
"2013-06-01 00:00:00","python","7607"
"2013-06-01 00:00:00","go","176"
"2013-06-01 00:00:00","javascript","14639"
"2013-06-01 00:00:00","php","12782"
"2013-06-01 00:00:00","ruby","2225"
"2013-06-01 00:00:00","r","1779"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","c++","6582"
"2013-07-01 00:00:00","assembly","297"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","c#","14203"
"2013-07-01 00:00:00","php","14399"
"2013-07-01 00:00:00","delphi","508"
"2013-07-01 00:00:00","c","3028"
"2013-07-01 00:00:00","python","8630"
"2013-07-01 00:00:00","javascript","16854"
"2013-07-01 00:00:00","perl","957"
"2013-07-01 00:00:00","java","15233"
"2013-07-01 00:00:00","ruby","2447"
"2013-07-01 00:00:00","r","1975"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","javascript","16886"
"2013-08-01 00:00:00","assembly","214"
"2013-08-01 00:00:00","c","3012"
"2013-08-01 00:00:00","c#","13876"
"2013-08-01 00:00:00","java","15099"
"2013-08-01 00:00:00","php","14415"
"2013-08-01 00:00:00","c++","6260"
"2013-08-01 00:00:00","delphi","450"
"2013-08-01 00:00:00","perl","838"
"2013-08-01 00:00:00","python","7951"
"2013-08-01 00:00:00","r","1924"
"2013-08-01 00:00:00","go","207"
"2013-08-01 00:00:00","ruby","2487"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","java","16316"
"2013-09-01 00:00:00","delphi","487"
"2013-09-01 00:00:00","assembly","291"
"2013-09-01 00:00:00","php","14335"
"2013-09-01 00:00:00","c++","6569"
"2013-09-01 00:00:00","c#","13785"
"2013-09-01 00:00:00","c","3402"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","javascript","17759"
"2013-09-01 00:00:00","ruby","2394"
"2013-09-01 00:00:00","perl","688"
"2013-09-01 00:00:00","swift","10"
"2013-09-01 00:00:00","python","7980"
"2013-09-01 00:00:00","r","1716"
"2013-10-01 00:00:00","assembly","379"
"2013-10-01 00:00:00","c++","7989"
"2013-10-01 00:00:00","java","18776"
"2013-10-01 00:00:00","c#","15226"
"2013-10-01 00:00:00","delphi","522"
"2013-10-01 00:00:00","javascript","19797"
"2013-10-01 00:00:00","c","4244"
"2013-10-01 00:00:00","go","212"
"2013-10-01 00:00:00","perl","816"
"2013-10-01 00:00:00","ruby","2790"
"2013-10-01 00:00:00","r","2096"
"2013-10-01 00:00:00","swift","9"
"2013-10-01 00:00:00","php","15419"
"2013-10-01 00:00:00","python","9517"
"2013-11-01 00:00:00","java","18815"
"2013-11-01 00:00:00","c#","14623"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","javascript","18565"
"2013-11-01 00:00:00","assembly","419"
"2013-11-01 00:00:00","c++","8155"
"2013-11-01 00:00:00","c","4298"
"2013-11-01 00:00:00","php","15000"
"2013-11-01 00:00:00","python","9515"
"2013-11-01 00:00:00","ruby","2576"
"2013-11-01 00:00:00","perl","823"
"2013-11-01 00:00:00","swift","5"
"2013-11-01 00:00:00","delphi","462"
"2013-11-01 00:00:00","r","2190"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","delphi","449"
"2013-12-01 00:00:00","c++","7027"
"2013-12-01 00:00:00","c","3504"
"2013-12-01 00:00:00","java","17511"
"2013-12-01 00:00:00","c#","13645"
"2013-12-01 00:00:00","python","8480"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","perl","764"
"2013-12-01 00:00:00","javascript","18086"
"2013-12-01 00:00:00","swift","11"
"2013-12-01 00:00:00","r","1910"
"2013-12-01 00:00:00","ruby","2451"
"2013-12-01 00:00:00","php","14536"
"2014-01-01 00:00:00","php","16910"
"2014-01-01 00:00:00","c#","15360"
"2014-01-01 00:00:00","go","303"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","c++","7707"
"2014-01-01 00:00:00","python","9855"
"2014-01-01 00:00:00","c","3740"
"2014-01-01 00:00:00","delphi","492"
"2014-01-01 00:00:00","javascript","21180"
"2014-01-01 00:00:00","perl","812"
"2014-01-01 00:00:00","java","18732"
"2014-01-01 00:00:00","ruby","2770"
"2014-01-01 00:00:00","r","2356"
"2014-01-01 00:00:00","swift","5"
"2014-02-01 00:00:00","javascript","21219"
"2014-02-01 00:00:00","assembly","376"
"2014-02-01 00:00:00","c","3977"
"2014-02-01 00:00:00","c#","15142"
"2014-02-01 00:00:00","java","19333"
"2014-02-01 00:00:00","php","16660"
"2014-02-01 00:00:00","c++","7700"
"2014-02-01 00:00:00","delphi","492"
"2014-02-01 00:00:00","perl","797"
"2014-02-01 00:00:00","python","9923"
"2014-02-01 00:00:00","r","2621"
"2014-02-01 00:00:00","go","205"
"2014-02-01 00:00:00","ruby","2613"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","453"
"2014-03-01 00:00:00","c#","16210"
"2014-03-01 00:00:00","python","11440"
"2014-03-01 00:00:00","c++","8684"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","22022"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","c","4569"
"2014-03-01 00:00:00","perl","909"
"2014-03-01 00:00:00","javascript","22703"
"2014-03-01 00:00:00","php","18447"
"2014-03-01 00:00:00","ruby","2952"
"2014-03-01 00:00:00","r","2815"
"2014-03-01 00:00:00","swift","4"
"2014-04-01 00:00:00","c","4019"
"2014-04-01 00:00:00","perl","822"
"2014-04-01 00:00:00","c#","15365"
"2014-04-01 00:00:00","delphi","391"
"2014-04-01 00:00:00","java","20958"
"2014-04-01 00:00:00","assembly","365"
"2014-04-01 00:00:00","javascript","21501"
"2014-04-01 00:00:00","go","342"
"2014-04-01 00:00:00","r","2741"
"2014-04-01 00:00:00","php","17823"
"2014-04-01 00:00:00","c++","8147"
"2014-04-01 00:00:00","python","10793"
"2014-04-01 00:00:00","swift","5"
"2014-04-01 00:00:00","ruby","2750"
"2014-05-01 00:00:00","java","18023"
"2014-05-01 00:00:00","delphi","474"
"2014-05-01 00:00:00","c","3272"
"2014-05-01 00:00:00","python","9278"
"2014-05-01 00:00:00","c++","6805"
"2014-05-01 00:00:00","c#","13941"
"2014-05-01 00:00:00","assembly","332"
"2014-05-01 00:00:00","ruby","2681"
"2014-05-01 00:00:00","javascript","19871"
"2014-05-01 00:00:00","go","280"
"2014-05-01 00:00:00","swift","9"
"2014-05-01 00:00:00","perl","797"
"2014-05-01 00:00:00","r","2586"
"2014-05-01 00:00:00","php","14871"
"2014-06-01 00:00:00","java","15965"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","javascript","18353"
"2014-06-01 00:00:00","python","8933"
"2014-06-01 00:00:00","assembly","271"
"2014-06-01 00:00:00","c#","12540"
"2014-06-01 00:00:00","c","2778"
"2014-06-01 00:00:00","c++","5683"
"2014-06-01 00:00:00","perl","679"
"2014-06-01 00:00:00","php","13125"
"2014-06-01 00:00:00","r","2400"
"2014-06-01 00:00:00","ruby","2340"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","swift","2410"
"2014-07-01 00:00:00","javascript","20185"
"2014-07-01 00:00:00","c++","6286"
"2014-07-01 00:00:00","c#","13715"
"2014-07-01 00:00:00","assembly","217"
"2014-07-01 00:00:00","java","17426"
"2014-07-01 00:00:00","c","2842"
"2014-07-01 00:00:00","delphi","446"
"2014-07-01 00:00:00","php","14366"
"2014-07-01 00:00:00","go","454"
"2014-07-01 00:00:00","perl","733"
"2014-07-01 00:00:00","python","9939"
"2014-07-01 00:00:00","r","2641"
"2014-07-01 00:00:00","ruby","2564"
"2014-07-01 00:00:00","swift","1645"
"2014-08-01 00:00:00","delphi","424"
"2014-08-01 00:00:00","java","15774"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c#","12520"
"2014-08-01 00:00:00","c","2680"
"2014-08-01 00:00:00","c++","5889"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","python","9132"
"2014-08-01 00:00:00","javascript","18512"
"2014-08-01 00:00:00","r","2478"
"2014-08-01 00:00:00","php","13276"
"2014-08-01 00:00:00","swift","1702"
"2014-08-01 00:00:00","ruby","2475"
"2014-09-01 00:00:00","c#","12340"
"2014-09-01 00:00:00","assembly","286"
"2014-09-01 00:00:00","c++","6212"
"2014-09-01 00:00:00","python","8792"
"2014-09-01 00:00:00","java","16744"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","c","3237"
"2014-09-01 00:00:00","delphi","447"
"2014-09-01 00:00:00","javascript","18167"
"2014-09-01 00:00:00","perl","679"
"2014-09-01 00:00:00","ruby","2281"
"2014-09-01 00:00:00","php","13437"
"2014-09-01 00:00:00","swift","1906"
"2014-09-01 00:00:00","r","2369"
"2014-10-01 00:00:00","c#","12581"
"2014-10-01 00:00:00","javascript","18948"
"2014-10-01 00:00:00","java","17935"
"2014-10-01 00:00:00","go","383"
"2014-10-01 00:00:00","c++","6847"
"2014-10-01 00:00:00","php","13684"
"2014-10-01 00:00:00","assembly","391"
"2014-10-01 00:00:00","c","3807"
"2014-10-01 00:00:00","ruby","2345"
"2014-10-01 00:00:00","perl","639"
"2014-10-01 00:00:00","python","9590"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","swift","2467"
"2014-10-01 00:00:00","r","2781"
"2014-11-01 00:00:00","java","17895"
"2014-11-01 00:00:00","delphi","429"
"2014-11-01 00:00:00","assembly","387"
"2014-11-01 00:00:00","c#","11894"
"2014-11-01 00:00:00","c++","6577"
"2014-11-01 00:00:00","python","9589"
"2014-11-01 00:00:00","c","3678"
"2014-11-01 00:00:00","ruby","2117"
"2014-11-01 00:00:00","javascript","18024"
"2014-11-01 00:00:00","perl","655"
"2014-11-01 00:00:00","swift","2565"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","php","13112"
"2014-11-01 00:00:00","r","2709"
"2014-12-01 00:00:00","c++","6092"
"2014-12-01 00:00:00","assembly","328"
"2014-12-01 00:00:00","c#","11103"
"2014-12-01 00:00:00","go","350"
"2014-12-01 00:00:00","php","12426"
"2014-12-01 00:00:00","delphi","314"
"2014-12-01 00:00:00","python","9056"
"2014-12-01 00:00:00","c","3157"
"2014-12-01 00:00:00","javascript","17036"
"2014-12-01 00:00:00","perl","567"
"2014-12-01 00:00:00","ruby","2147"
"2014-12-01 00:00:00","java","16425"
"2014-12-01 00:00:00","swift","2495"
"2014-12-01 00:00:00","r","2361"
"2015-01-01 00:00:00","javascript","18566"
"2015-01-01 00:00:00","c","3214"
"2015-01-01 00:00:00","c#","11776"
"2015-01-01 00:00:00","assembly","334"
"2015-01-01 00:00:00","java","16569"
"2015-01-01 00:00:00","c++","6144"
"2015-01-01 00:00:00","delphi","380"
"2015-01-01 00:00:00","php","13700"
"2015-01-01 00:00:00","go","469"
"2015-01-01 00:00:00","perl","590"
"2015-01-01 00:00:00","python","9697"
"2015-01-01 00:00:00","r","2694"
"2015-01-01 00:00:00","ruby","2433"
"2015-01-01 00:00:00","swift","3059"
"2015-02-01 00:00:00","delphi","416"
"2015-02-01 00:00:00","java","16796"
"2015-02-01 00:00:00","assembly","359"
"2015-02-01 00:00:00","php","13594"
"2015-02-01 00:00:00","c","3373"
"2015-02-01 00:00:00","c++","6487"
"2015-02-01 00:00:00","perl","566"
"2015-02-01 00:00:00","c#","11814"
"2015-02-01 00:00:00","python","10222"
"2015-02-01 00:00:00","javascript","18721"
"2015-02-01 00:00:00","r","2977"
"2015-02-01 00:00:00","go","384"
"2015-02-01 00:00:00","ruby","2258"
"2015-02-01 00:00:00","swift","3244"
"2015-03-01 00:00:00","assembly","388"
"2015-03-01 00:00:00","javascript","20586"
"2015-03-01 00:00:00","c","3920"
"2015-03-01 00:00:00","delphi","411"
"2015-03-01 00:00:00","perl","642"
"2015-03-01 00:00:00","c#","13289"
"2015-03-01 00:00:00","java","19822"
"2015-03-01 00:00:00","go","469"
"2015-03-01 00:00:00","php","15005"
"2015-03-01 00:00:00","python","11636"
"2015-03-01 00:00:00","r","3568"
"2015-03-01 00:00:00","c++","7405"
"2015-03-01 00:00:00","ruby","2466"
"2015-03-01 00:00:00","swift","3603"
"2015-04-01 00:00:00","php","15054"
"2015-04-01 00:00:00","java","19859"
"2015-04-01 00:00:00","c++","7155"
"2015-04-01 00:00:00","c","3955"
"2015-04-01 00:00:00","javascript","20957"
"2015-04-01 00:00:00","assembly","442"
"2015-04-01 00:00:00","c#","13111"
"2015-04-01 00:00:00","go","390"
"2015-04-01 00:00:00","python","11471"
"2015-04-01 00:00:00","perl","577"
"2015-04-01 00:00:00","ruby","2507"
"2015-04-01 00:00:00","delphi","391"
"2015-04-01 00:00:00","swift","4027"
"2015-04-01 00:00:00","r","3330"
"2015-05-01 00:00:00","java","18582"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","c++","6827"
"2015-05-01 00:00:00","javascript","22207"
"2015-05-01 00:00:00","assembly","371"
"2015-05-01 00:00:00","c#","13378"
"2015-05-01 00:00:00","python","11242"
"2015-05-01 00:00:00","c","3528"
"2015-05-01 00:00:00","r","3429"
"2015-05-01 00:00:00","php","14650"
"2015-05-01 00:00:00","ruby","2507"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","perl","530"
"2015-05-01 00:00:00","swift","3813"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","javascript","22665"
"2015-06-01 00:00:00","perl","581"
"2015-06-01 00:00:00","java","17889"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c#","13552"
"2015-06-01 00:00:00","r","3435"
"2015-06-01 00:00:00","c","3173"
"2015-06-01 00:00:00","python","11830"
"2015-06-01 00:00:00","php","14445"
"2015-06-01 00:00:00","go","422"
"2015-06-01 00:00:00","c++","6528"
"2015-06-01 00:00:00","ruby","2580"
"2015-06-01 00:00:00","swift","4337"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","java","18735"
"2015-07-01 00:00:00","go","468"
"2015-07-01 00:00:00","assembly","260"
"2015-07-01 00:00:00","c#","14147"
"2015-07-01 00:00:00","c++","6718"
"2015-07-01 00:00:00","ruby","2586"
"2015-07-01 00:00:00","c","2819"
"2015-07-01 00:00:00","php","15458"
"2015-07-01 00:00:00","javascript","24025"
"2015-07-01 00:00:00","perl","581"
"2015-07-01 00:00:00","swift","5156"
"2015-07-01 00:00:00","python","12342"
"2015-07-01 00:00:00","r","3984"
"2015-08-01 00:00:00","c#","13247"
"2015-08-01 00:00:00","assembly","218"
"2015-08-01 00:00:00","python","11243"
"2015-08-01 00:00:00","c++","5886"
"2015-08-01 00:00:00","java","17120"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","c","2580"
"2015-08-01 00:00:00","delphi","387"
"2015-08-01 00:00:00","javascript","22194"
"2015-08-01 00:00:00","r","3494"
"2015-08-01 00:00:00","ruby","2319"
"2015-08-01 00:00:00","perl","555"
"2015-08-01 00:00:00","swift","5095"
"2015-08-01 00:00:00","php","14306"
"2015-09-01 00:00:00","c","3088"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","perl","466"
"2015-09-01 00:00:00","javascript","21433"
"2015-09-01 00:00:00","java","16978"
"2015-09-01 00:00:00","go","426"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c#","12929"
"2015-09-01 00:00:00","r","3331"
"2015-09-01 00:00:00","python","10986"
"2015-09-01 00:00:00","php","13568"
"2015-09-01 00:00:00","c++","5922"
"2015-09-01 00:00:00","ruby","2165"
"2015-09-01 00:00:00","swift","4562"
"2015-10-01 00:00:00","delphi","422"
"2015-10-01 00:00:00","java","18581"
"2015-10-01 00:00:00","c","3681"
"2015-10-01 00:00:00","c#","12809"
"2015-10-01 00:00:00","assembly","432"
"2015-10-01 00:00:00","c++","7057"
"2015-10-01 00:00:00","go","429"
"2015-10-01 00:00:00","python","12511"
"2015-10-01 00:00:00","perl","501"
"2015-10-01 00:00:00","javascript","21854"
"2015-10-01 00:00:00","r","3686"
"2015-10-01 00:00:00","ruby","2195"
"2015-10-01 00:00:00","php","13973"
"2015-10-01 00:00:00","swift","4314"
"2015-11-01 00:00:00","java","17813"
"2015-11-01 00:00:00","javascript","21307"
"2015-11-01 00:00:00","python","12317"
"2015-11-01 00:00:00","delphi","391"
"2015-11-01 00:00:00","assembly","402"
"2015-11-01 00:00:00","c","3620"
"2015-11-01 00:00:00","c++","7100"
"2015-11-01 00:00:00","c#","12402"
"2015-11-01 00:00:00","perl","464"
"2015-11-01 00:00:00","php","13381"
"2015-11-01 00:00:00","ruby","1961"
"2015-11-01 00:00:00","go","435"
"2015-11-01 00:00:00","r","3542"
"2015-11-01 00:00:00","swift","4328"
"2015-12-01 00:00:00","java","16581"
"2015-12-01 00:00:00","c#","12162"
"2015-12-01 00:00:00","c++","6567"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","javascript","21123"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","c","3092"
"2015-12-01 00:00:00","php","13821"
"2015-12-01 00:00:00","perl","478"
"2015-12-01 00:00:00","go","426"
"2015-12-01 00:00:00","r","3182"
"2015-12-01 00:00:00","python","11669"
"2015-12-01 00:00:00","ruby","2031"
"2015-12-01 00:00:00","swift","4385"
"2016-01-01 00:00:00","assembly","248"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","java","16657"
"2016-01-01 00:00:00","c#","12373"
"2016-01-01 00:00:00","c","3051"
"2016-01-01 00:00:00","go","496"
"2016-01-01 00:00:00","c++","6102"
"2016-01-01 00:00:00","php","14624"
"2016-01-01 00:00:00","perl","448"
"2016-01-01 00:00:00","ruby","2147"
"2016-01-01 00:00:00","javascript","22546"
"2016-01-01 00:00:00","python","12371"
"2016-01-01 00:00:00","swift","4798"
"2016-01-01 00:00:00","r","3537"
"2016-02-01 00:00:00","c#","12748"
"2016-02-01 00:00:00","assembly","350"
"2016-02-01 00:00:00","python","13270"
"2016-02-01 00:00:00","c++","6567"
"2016-02-01 00:00:00","java","17875"
"2016-02-01 00:00:00","go","542"
"2016-02-01 00:00:00","c","3279"
"2016-02-01 00:00:00","delphi","356"
"2016-02-01 00:00:00","javascript","22502"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","ruby","2250"
"2016-02-01 00:00:00","php","14967"
"2016-02-01 00:00:00","swift","4763"
"2016-02-01 00:00:00","r","3601"
"2016-03-01 00:00:00","delphi","340"
"2016-03-01 00:00:00","java","19944"
"2016-03-01 00:00:00","go","595"
"2016-03-01 00:00:00","c#","13629"
"2016-03-01 00:00:00","assembly","435"
"2016-03-01 00:00:00","c","3457"
"2016-03-01 00:00:00","r","4047"
"2016-03-01 00:00:00","python","14091"
"2016-03-01 00:00:00","perl","469"
"2016-03-01 00:00:00","javascript","24124"
"2016-03-01 00:00:00","php","15186"
"2016-03-01 00:00:00","c++","7037"
"2016-03-01 00:00:00","ruby","2262"
"2016-03-01 00:00:00","swift","5086"
"2016-04-01 00:00:00","assembly","411"
"2016-04-01 00:00:00","c#","13732"
"2016-04-01 00:00:00","python","13693"
"2016-04-01 00:00:00","c","3362"
"2016-04-01 00:00:00","java","19512"
"2016-04-01 00:00:00","delphi","323"
"2016-04-01 00:00:00","c++","6904"
"2016-04-01 00:00:00","go","603"
"2016-04-01 00:00:00","perl","495"
"2016-04-01 00:00:00","javascript","23479"
"2016-04-01 00:00:00","ruby","2214"
"2016-04-01 00:00:00","php","14512"
"2016-04-01 00:00:00","r","4130"
"2016-04-01 00:00:00","swift","4768"
"2016-05-01 00:00:00","javascript","23027"
"2016-05-01 00:00:00","c#","13519"
"2016-05-01 00:00:00","c","2724"
"2016-05-01 00:00:00","python","13133"
"2016-05-01 00:00:00","assembly","323"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","java","17059"
"2016-05-01 00:00:00","ruby","2128"
"2016-05-01 00:00:00","c++","6141"
"2016-05-01 00:00:00","php","14496"
"2016-05-01 00:00:00","r","3803"
"2016-05-01 00:00:00","go","581"
"2016-05-01 00:00:00","perl","487"
"2016-05-01 00:00:00","swift","4440"
"2016-06-01 00:00:00","java","15934"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","r","3865"
"2016-06-01 00:00:00","php","13684"
"2016-06-01 00:00:00","c","2304"
"2016-06-01 00:00:00","c#","13076"
"2016-06-01 00:00:00","assembly","289"
"2016-06-01 00:00:00","c++","5726"
"2016-06-01 00:00:00","javascript","22171"
"2016-06-01 00:00:00","go","550"
"2016-06-01 00:00:00","perl","440"
"2016-06-01 00:00:00","ruby","2113"
"2016-06-01 00:00:00","python","12929"
"2016-06-01 00:00:00","swift","4809"
"2016-07-01 00:00:00","c++","5480"
"2016-07-01 00:00:00","assembly","201"
"2016-07-01 00:00:00","c#","12018"
"2016-07-01 00:00:00","java","14962"
"2016-07-01 00:00:00","javascript","22223"
"2016-07-01 00:00:00","delphi","243"
"2016-07-01 00:00:00","go","538"
"2016-07-01 00:00:00","c","2351"
"2016-07-01 00:00:00","ruby","1903"
"2016-07-01 00:00:00","php","12955"
"2016-07-01 00:00:00","swift","4947"
"2016-07-01 00:00:00","perl","425"
"2016-07-01 00:00:00","python","12850"
"2016-07-01 00:00:00","r","3745"
"2016-08-01 00:00:00","python","12929"
"2016-08-01 00:00:00","java","15195"
"2016-08-01 00:00:00","assembly","258"
"2016-08-01 00:00:00","javascript","22688"
"2016-08-01 00:00:00","c","2217"
"2016-08-01 00:00:00","c#","12731"
"2016-08-01 00:00:00","perl","461"
"2016-08-01 00:00:00","ruby","1882"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","c++","5022"
"2016-08-01 00:00:00","php","12920"
"2016-08-01 00:00:00","swift","4914"
"2016-08-01 00:00:00","go","575"
"2016-08-01 00:00:00","r","3787"
"2016-09-01 00:00:00","delphi","288"
"2016-09-01 00:00:00","java","14697"
"2016-09-01 00:00:00","assembly","335"
"2016-09-01 00:00:00","c#","11113"
"2016-09-01 00:00:00","go","512"
"2016-09-01 00:00:00","c","2514"
"2016-09-01 00:00:00","php","12183"
"2016-09-01 00:00:00","python","12360"
"2016-09-01 00:00:00","perl","467"
"2016-09-01 00:00:00","javascript","20466"
"2016-09-01 00:00:00","r","3300"
"2016-09-01 00:00:00","c++","5150"
"2016-09-01 00:00:00","ruby","1928"
"2016-09-01 00:00:00","swift","4878"
"2016-10-01 00:00:00","php","12293"
"2016-10-01 00:00:00","assembly","398"
"2016-10-01 00:00:00","go","533"
"2016-10-01 00:00:00","c#","11465"
"2016-10-01 00:00:00","c++","5981"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","c","3215"
"2016-10-01 00:00:00","python","13518"
"2016-10-01 00:00:00","javascript","20461"
"2016-10-01 00:00:00","java","15356"
"2016-10-01 00:00:00","ruby","1821"
"2016-10-01 00:00:00","perl","411"
"2016-10-01 00:00:00","swift","4735"
"2016-10-01 00:00:00","r","3788"
"2016-11-01 00:00:00","c","3271"
"2016-11-01 00:00:00","c#","11664"
"2016-11-01 00:00:00","javascript","20536"
"2016-11-01 00:00:00","python","14203"
"2016-11-01 00:00:00","assembly","413"
"2016-11-01 00:00:00","delphi","273"
